temp_c,humidity,wind_kmh,rain_prob,days_since_spray,stage_encoded,min_interval,growth_stage,label
2.9,52.8,14.4,44.7,18,0,21,Delayed Dormancy,DELAY
27.7,83.6,19.9,54.7,12,12,14,Pre-Harvest,DELAY
12.1,30,17.3,35.8,11,3,14,Pink Bud,DELAY
8.4,59.5,21.6,45.4,12,1,14,Green Tip,DELAY
12.3,81.9,16.3,40,13,9,14,Fruit Development-II,DELAY
27.6,30,12,53,12,8,14,Fruit Development-I,DELAY
39.6,68.9,1.6,12,14,4,10,Flowering,SKIP
13,70.4,4.5,72.3,16,4,10,Flowering,DELAY
17.4,77,7.5,75.6,18,10,14,Fruit Development-III,DELAY
24.7,51.1,10.9,22.7,3,7,14,Fruit Set,SKIP
14.1,64,4,10.4,16,2,14,Tight Cluster,SPRAY
16.9,59,32.8,3.9,17,3,14,Pink Bud,DELAY
21.9,85.5,18.7,31.3,8,4,10,Flowering,DELAY
6.2,70.2,14.3,47,16,1,14,Green Tip,DELAY
23.3,33,9.2,19.2,1,13,0,Harvest,SPRAY
14.9,30.5,9.1,9.2,13,4,10,Flowering,SPRAY
28.9,70.4,16.8,37.3,19,15,21,Dormancy,DELAY
27,43.6,14.5,51.4,18,14,21,Post-Harvest,DELAY
2.4,79.1,22.9,51.3,15,5,14,Petal Fall,DELAY
20.1,71.1,18.8,29.7,11,8,14,Fruit Development-I,DELAY
6.5,38.8,21.9,31.6,12,12,14,Pre-Harvest,DELAY
18.9,45.4,22.3,49.8,12,2,14,Tight Cluster,DELAY
25.3,37.7,13.7,27.3,15,1,14,Green Tip,DELAY
12.6,29.3,27.1,0.3,16,10,14,Fruit Development-III,DELAY
25,27.1,16.3,54.3,15,6,14,Fruitlet,DELAY
30.4,28,17,53.3,11,1,14,Green Tip,DELAY
36.5,57.5,17,36.7,13,11,14,Fruit Development-IV,DELAY
5.5,51.5,23.9,28,13,4,10,Flowering,DELAY
-1.7,37.4,2.1,13,20,4,10,Flowering,SKIP
10.3,39,22.9,29.2,16,2,14,Tight Cluster,DELAY
20.1,89.5,21.7,40.7,17,5,14,Petal Fall,DELAY
6.7,43.9,22,53.2,11,10,14,Fruit Development-III,DELAY
22.4,68.3,7.9,27.8,1,12,14,Pre-Harvest,SKIP
21,63.8,32.8,2.4,20,0,21,Delayed Dormancy,DELAY
12.6,36.2,28.6,2.5,20,14,21,Post-Harvest,DELAY
39.5,59,2,3.5,20,14,21,Post-Harvest,SKIP
17.8,59.3,34.2,3.6,16,1,14,Green Tip,DELAY
-1.5,57.2,9,20.7,15,10,14,Fruit Development-III,SKIP
15.8,36.3,4.4,1.6,20,0,21,Delayed Dormancy,SPRAY
14.6,55.5,20.6,49.5,18,14,21,Post-Harvest,DELAY
28.3,66.9,8.5,4.4,17,2,14,Tight Cluster,SPRAY
19.7,58.1,6.7,7.8,0,2,14,Tight Cluster,SKIP
7.2,38.9,21.1,54.6,13,4,10,Flowering,DELAY
26.4,64.1,27.1,5.9,14,12,14,Pre-Harvest,DELAY
10.8,57.8,5.7,66.3,14,13,0,Harvest,DELAY
26.1,41.9,25.3,27.8,3,13,0,Harvest,DELAY
12.7,37.9,27.1,39.4,15,10,14,Fruit Development-III,DELAY
17.7,84.3,21.1,49.7,15,5,14,Petal Fall,DELAY
22.6,42.9,13.8,26.3,5,6,14,Fruitlet,DELAY
39,26.8,13.6,11.4,20,0,21,Delayed Dormancy,SKIP
32.9,66.2,22.2,42.4,18,14,21,Post-Harvest,DELAY
8.8,70.3,24.4,43,12,6,14,Fruitlet,DELAY
30.4,78.1,0.2,91.1,14,11,14,Fruit Development-IV,DELAY
20.1,81.4,23.2,44.5,14,9,14,Fruit Development-II,DELAY
14.7,60.3,20.4,48,0,13,0,Harvest,DELAY
15.4,60.9,14.6,38.1,13,5,14,Petal Fall,DELAY
27.3,86,26.5,28,0,13,0,Harvest,DELAY
22.3,46.5,5.5,16.5,19,3,14,Pink Bud,SPRAY
20.1,77.4,22.7,50.6,12,3,14,Pink Bud,DELAY
21.9,32.4,25.7,53.5,13,7,14,Fruit Set,DELAY
31.5,70.7,23.9,25.2,19,14,21,Post-Harvest,DELAY
11.6,67.8,16.9,52.1,14,7,14,Fruit Set,DELAY
38.1,70.4,7.3,20.8,16,7,14,Fruit Set,SPRAY
30.8,39.7,13.6,5.4,10,10,14,Fruit Development-III,SPRAY
30.8,62.6,14.1,44.1,16,12,14,Pre-Harvest,DELAY
13.5,35.3,15.7,46.3,12,5,14,Petal Fall,DELAY
30.2,79.8,22,32.8,15,3,14,Pink Bud,DELAY
9.3,31.1,19,43.9,15,5,14,Petal Fall,DELAY
29.3,33.2,5.4,20.8,1,4,10,Flowering,SKIP
30,37.1,22.4,31.7,18,14,21,Post-Harvest,DELAY
31.1,49.6,16.2,26.6,11,7,14,Fruit Set,DELAY
25,62.7,13.7,38.8,11,4,10,Flowering,DELAY
14.8,32.2,25.8,23.6,20,3,14,Pink Bud,DELAY
38.8,77.6,1.1,19.2,17,6,14,Fruitlet,SKIP
18.2,35.5,16.8,52.1,16,10,14,Fruit Development-III,DELAY
30.9,44.4,31.1,15.3,15,1,14,Green Tip,DELAY
8.9,26.9,12.4,40.4,12,8,14,Fruit Development-I,DELAY
6.1,39.1,17.2,31.6,16,6,14,Fruitlet,DELAY
38.2,48,11.3,12.2,16,4,10,Flowering,SPRAY
24.1,90.5,3.9,70.9,18,6,14,Fruitlet,DELAY
30,74.5,12.4,72.3,19,9,14,Fruit Development-II,DELAY
24.4,64.5,18.9,42,13,8,14,Fruit Development-I,DELAY
34,87.3,16,37.3,15,2,14,Tight Cluster,DELAY
13.6,42.9,8.7,7.9,15,11,14,Fruit Development-IV,SPRAY
15.4,75.7,14,34.6,11,6,14,Fruitlet,DELAY
26.5,65.9,7.9,10.8,9,10,14,Fruit Development-III,SPRAY
5.7,43.1,21.7,51.5,17,6,14,Fruitlet,DELAY
25.3,69.3,19,49.4,12,2,14,Tight Cluster,DELAY
40,27.2,6.3,16.8,18,6,14,Fruitlet,SKIP
15.7,55.7,9.4,21.7,18,12,14,Pre-Harvest,SPRAY
-4.7,40.2,0.2,13.2,20,9,14,Fruit Development-II,SKIP
11.9,74,18.4,41.7,2,13,0,Harvest,DELAY
16.2,70.3,19.3,50.5,18,15,21,Dormancy,DELAY
5.7,39.6,25.2,29.2,13,11,14,Fruit Development-IV,DELAY
13.8,66.1,4.1,19.9,1,13,0,Harvest,SPRAY
12.2,67.9,0.8,7.2,19,1,14,Green Tip,SPRAY
29.3,78.3,1.7,67.3,15,12,14,Pre-Harvest,DELAY
26.1,58.9,15.8,39.3,3,13,0,Harvest,DELAY
38.5,62.7,4.9,23.4,15,8,14,Fruit Development-I,SPRAY
4.7,57.1,15.4,45.1,14,6,14,Fruitlet,DELAY
16.8,62.6,8.4,11.3,17,12,14,Pre-Harvest,SPRAY
25.6,80.1,13.7,28.9,13,9,14,Fruit Development-II,DELAY
33.2,58.4,24.5,30.6,13,12,14,Pre-Harvest,DELAY
29.9,48.1,26,12.9,3,13,0,Harvest,DELAY
38.1,41.1,1.7,15.4,16,3,14,Pink Bud,SPRAY
-1.5,46.5,5.2,1.4,12,13,0,Harvest,SKIP
17.9,78.8,7.4,75.7,13,13,0,Harvest,DELAY
25.3,87.3,15.5,26.6,11,3,14,Pink Bud,DELAY
11.2,39.1,8.7,20,6,8,14,Fruit Development-I,SPRAY
19.9,31.8,27,17.8,19,12,14,Pre-Harvest,DELAY
5.4,57.7,23.2,39.3,13,9,14,Fruit Development-II,DELAY
13.3,43.3,5,21.2,20,7,14,Fruit Set,SPRAY
2.7,88.3,26.1,30.1,18,15,21,Dormancy,DELAY
23,56.7,16,28.3,17,11,14,Fruit Development-IV,DELAY
37.7,79.3,20.4,30,18,0,21,Delayed Dormancy,DELAY
19,54.4,34.9,7.2,17,3,14,Pink Bud,DELAY
26.6,42,3.7,11.4,20,8,14,Fruit Development-I,SPRAY
25,30.8,13.7,24,4,15,21,Dormancy,SKIP
10.8,73.2,27.6,35.8,16,11,14,Fruit Development-IV,DELAY
39.9,79.2,12.3,4.9,19,2,14,Tight Cluster,SKIP
16.1,52.1,27.9,34.3,11,11,14,Fruit Development-IV,DELAY
6.4,76.7,21.1,48.8,13,10,14,Fruit Development-III,DELAY
20,57.4,5.1,3.3,17,9,14,Fruit Development-II,SPRAY
10.4,36.8,29.5,6.1,20,5,14,Petal Fall,DELAY
9.1,39.1,33.3,1.4,15,3,14,Pink Bud,DELAY
30.3,57.6,27.3,41.8,11,11,14,Fruit Development-IV,DELAY
18.5,91.7,4.1,53.5,16,8,14,Fruit Development-I,DELAY
24.9,52.5,27.5,27.9,13,7,14,Fruit Set,DELAY
8.2,53.3,26,49.1,12,9,14,Fruit Development-II,DELAY
-1.1,37.8,13,12.9,15,6,14,Fruitlet,SKIP
32,31.2,20.4,45.8,15,12,14,Pre-Harvest,DELAY
17.4,52.3,18.6,25.8,15,11,14,Fruit Development-IV,DELAY
17.2,74.1,21.8,34.1,18,0,21,Delayed Dormancy,DELAY
28.8,65.1,0.7,23.7,2,11,14,Fruit Development-IV,SKIP
18.7,74.6,20.3,50.2,11,12,14,Pre-Harvest,DELAY
16.7,33.9,3.2,10.6,17,1,14,Green Tip,SPRAY
23.8,59.6,0.7,5.7,2,1,14,Green Tip,SKIP
15.6,67.4,13.8,52.3,20,15,21,Dormancy,DELAY
13.1,65.2,5.7,5.4,15,6,14,Fruitlet,SPRAY
18.8,32.2,1.7,11.3,5,15,21,Dormancy,SKIP
21.7,78.4,22.9,50.8,15,7,14,Fruit Set,DELAY
24.9,37,25.1,44.7,12,3,14,Pink Bud,DELAY
12.4,68.4,27.3,39.8,16,6,14,Fruitlet,DELAY
19.3,62.5,1.6,6.2,15,8,14,Fruit Development-I,SPRAY
9.7,51,31.6,12.4,16,12,14,Pre-Harvest,DELAY
28,43,27.7,35.7,13,4,10,Flowering,DELAY
17.6,32.5,9.2,9.9,9,6,14,Fruitlet,SPRAY
32.9,34.1,24.6,44.8,14,10,14,Fruit Development-III,DELAY
25.2,49.5,19.5,44.8,15,2,14,Tight Cluster,DELAY
22,48.2,30.8,23.2,14,8,14,Fruit Development-I,DELAY
14.1,81.6,7,84.6,16,1,14,Green Tip,DELAY
31.1,72.6,15.8,52,12,7,14,Fruit Set,DELAY
17.1,29.2,21.8,28.4,17,12,14,Pre-Harvest,DELAY
15.5,66,12.5,30.2,11,2,14,Tight Cluster,DELAY
21.2,37.8,6.9,19,7,14,21,Post-Harvest,SPRAY
17.6,59.4,24.6,27.6,11,6,14,Fruitlet,DELAY
28.7,69.4,5.7,78.2,14,3,14,Pink Bud,DELAY
19.9,63.3,8,13.3,5,10,14,Fruit Development-III,SPRAY
22.1,34,13.1,37.8,14,11,14,Fruit Development-IV,DELAY
6.6,58.6,13.6,40,11,2,14,Tight Cluster,DELAY
29.3,35.1,32,1.9,20,10,14,Fruit Development-III,DELAY
4.7,62.4,25.7,53,15,5,14,Petal Fall,DELAY
20.9,65.7,6.4,20.6,17,9,14,Fruit Development-II,SPRAY
-3.2,28.4,7.7,20.5,20,0,21,Delayed Dormancy,SKIP
31,61.7,21.8,50.1,17,7,14,Fruit Set,DELAY
29,53.9,6.7,1.8,19,1,14,Green Tip,SPRAY
11.7,27.7,12.6,40.2,20,15,21,Dormancy,DELAY
12.9,80.2,27.5,25.6,11,11,14,Fruit Development-IV,DELAY
31.2,59.7,25.8,45.5,20,0,21,Delayed Dormancy,DELAY
3.9,74.8,23.1,37.9,19,0,21,Delayed Dormancy,DELAY
27.9,69.3,4,4.3,17,4,10,Flowering,SPRAY
21.8,39.1,8.2,19.5,19,1,14,Green Tip,SPRAY
2.5,71.8,25,27.3,12,1,14,Green Tip,DELAY
16.3,54.1,9.8,22,20,14,21,Post-Harvest,SPRAY
6.4,30,16,41.3,14,12,14,Pre-Harvest,DELAY
32.9,53.8,16.8,36,15,11,14,Fruit Development-IV,DELAY
10.8,83,17.1,41.2,11,9,14,Fruit Development-II,DELAY
39.2,24.7,12.8,23.6,18,1,14,Green Tip,SKIP
13.6,44.9,11.4,4,3,7,14,Fruit Set,SKIP
18.3,32.4,20,26,19,14,21,Post-Harvest,DELAY
11.2,64.2,4.2,0.4,18,12,14,Pre-Harvest,SPRAY
10.1,49.7,22.6,41,16,12,14,Pre-Harvest,DELAY
29.6,61.4,32.5,9.4,20,9,14,Fruit Development-II,DELAY
23.3,74.2,17.5,49.9,14,8,14,Fruit Development-I,DELAY
35.4,73.9,24.9,41.6,2,13,0,Harvest,DELAY
27.9,75,16.2,53.8,19,14,21,Post-Harvest,DELAY
15.6,57.3,3,22,19,7,14,Fruit Set,SPRAY
38.5,59.6,11,22.7,18,9,14,Fruit Development-II,SPRAY
23.5,63.4,11.9,12.4,0,0,21,Delayed Dormancy,SKIP
29.3,49.2,9.3,4.8,20,14,21,Post-Harvest,SPRAY
21.1,68.1,6.2,7.2,4,2,14,Tight Cluster,SPRAY
6.6,66,14.4,43.5,11,8,14,Fruit Development-I,DELAY
13.7,50.3,4.8,7,19,7,14,Fruit Set,SPRAY
30.5,25.6,33.4,23.8,18,7,14,Fruit Set,DELAY
14.6,30,19.1,40.3,12,1,14,Green Tip,DELAY
27.2,52.2,25.7,11.9,16,6,14,Fruitlet,DELAY
26.3,43.4,5.7,18.3,3,4,10,Flowering,SPRAY
7.8,27.9,26.9,52.4,11,9,14,Fruit Development-II,DELAY
31.1,58.2,24.5,40.2,15,3,14,Pink Bud,DELAY
15.6,62.9,22.5,29.5,17,11,14,Fruit Development-IV,DELAY
36.5,89.5,21,54.9,16,2,14,Tight Cluster,DELAY
6.4,82.1,24.8,43.2,3,13,0,Harvest,DELAY
15.4,39.8,3.4,21.5,5,10,14,Fruit Development-III,SPRAY
28.9,32.5,15.9,47,14,7,14,Fruit Set,DELAY
20.1,66.6,9.1,16.9,7,11,14,Fruit Development-IV,SPRAY
29.4,64.8,12.7,84.4,4,13,0,Harvest,DELAY
14.3,32.7,18.5,40.2,12,8,14,Fruit Development-I,DELAY
29.8,83.5,26,25.5,18,15,21,Dormancy,DELAY
24.7,48.8,1.4,24.3,1,13,0,Harvest,SPRAY
37.6,33.6,25.9,52.6,19,0,21,Delayed Dormancy,DELAY
14.3,41.7,4.7,23.1,5,11,14,Fruit Development-IV,SPRAY
3.6,73,17.7,38.5,14,3,14,Pink Bud,DELAY
17.7,74.2,23.2,47,20,14,21,Post-Harvest,DELAY
21.9,44.8,7.1,8.3,18,2,14,Tight Cluster,SPRAY
23.2,86.4,13.6,33.9,13,5,14,Petal Fall,DELAY
34.3,62.7,25.5,37.8,13,1,14,Green Tip,DELAY
30,56.7,13.2,94.4,19,12,14,Pre-Harvest,DELAY
12,82.2,17,35.4,12,6,14,Fruitlet,DELAY
39.8,76.4,3.6,17,14,3,14,Pink Bud,SKIP
7.1,38.4,25.4,47.6,11,7,14,Fruit Set,DELAY
21.4,76.9,12.1,50,11,1,14,Green Tip,DELAY
18.4,47.8,1.8,12.7,1,11,14,Fruit Development-IV,SKIP
17.6,42.1,25.8,54.8,16,3,14,Pink Bud,DELAY
30.9,73.4,15.6,27.2,12,3,14,Pink Bud,DELAY
23.8,33,9.6,25,0,10,14,Fruit Development-III,SKIP
16,63.7,9.3,24.6,0,13,0,Harvest,SPRAY
17.3,67.7,9.4,7.4,4,0,21,Delayed Dormancy,SKIP
28.4,43.4,15.2,51.3,20,15,21,Dormancy,DELAY
19.8,54.4,7.8,0.9,20,6,14,Fruitlet,SPRAY
24.7,40.3,17.6,40.9,12,8,14,Fruit Development-I,DELAY
33.5,68.4,19.8,43.9,15,9,14,Fruit Development-II,DELAY
12.6,39.2,27.4,51.9,17,11,14,Fruit Development-IV,DELAY
18.1,41.1,18.8,30.3,13,9,14,Fruit Development-II,DELAY
39.5,70.4,12.1,16.8,19,3,14,Pink Bud,SKIP
20.2,60.6,32.8,1.7,20,7,14,Fruit Set,DELAY
18,57.4,29.3,7.3,14,10,14,Fruit Development-III,DELAY
9.9,66.4,12.7,38.4,12,8,14,Fruit Development-I,DELAY
30.1,32.2,27.5,43.3,12,5,14,Petal Fall,DELAY
2.8,49.6,24.5,35,19,0,21,Delayed Dormancy,DELAY
20.7,48.5,15.2,29.7,15,2,14,Tight Cluster,DELAY
10.3,77.1,26.6,34.9,12,12,14,Pre-Harvest,DELAY
3.3,26.3,27,28.1,14,7,14,Fruit Set,DELAY
15.6,34.2,32.7,6.9,20,15,21,Dormancy,DELAY
15.6,51,25.1,51.3,17,3,14,Pink Bud,DELAY
24.9,60.5,5.8,0.4,8,2,14,Tight Cluster,SPRAY
26.4,37.8,8.5,8.7,2,4,10,Flowering,SKIP
2.8,42.8,15.2,32.9,3,13,0,Harvest,DELAY
14.4,46.3,3.1,6.3,20,12,14,Pre-Harvest,SPRAY
0.1,47.1,8.1,0.7,20,7,14,Fruit Set,SKIP
19.2,32.1,17,29.3,16,7,14,Fruit Set,DELAY
13.6,92.7,8.3,56,17,2,14,Tight Cluster,DELAY
32.2,74.4,12.9,39.8,19,15,21,Dormancy,DELAY
32,27.4,23,43,17,9,14,Fruit Development-II,DELAY
25.6,86.8,7.6,67,20,0,21,Delayed Dormancy,DELAY
19.4,61.1,23.8,47,11,10,14,Fruit Development-III,DELAY
15.5,74.2,14.6,47.4,1,13,0,Harvest,DELAY
37,27.5,18.8,30.1,17,6,14,Fruitlet,DELAY
18.2,30.4,1.6,27.9,8,15,21,Dormancy,SPRAY
15.4,67.3,14.3,40.7,12,10,14,Fruit Development-III,DELAY
11,55.1,27,52.8,16,11,14,Fruit Development-IV,DELAY
-4.9,48.2,13.9,0.2,13,4,10,Flowering,SKIP
21.4,46.5,13,39.1,12,6,14,Fruitlet,DELAY
28.4,43.8,0.2,5.4,4,2,14,Tight Cluster,SPRAY
13,65.6,18.5,32.6,1,13,0,Harvest,DELAY
5.7,39.1,14.9,41.9,12,2,14,Tight Cluster,DELAY
22.3,68.7,10.3,17.2,7,12,14,Pre-Harvest,SPRAY
30.8,58.7,11.2,59,15,6,14,Fruitlet,DELAY
13.6,83.2,12.8,40.4,19,15,21,Dormancy,DELAY
13.8,57.5,13.9,41.8,3,13,0,Harvest,DELAY
14.8,79.5,17.1,27.3,15,12,14,Pre-Harvest,DELAY
36,79.2,23.4,50.2,15,6,14,Fruitlet,DELAY
30.4,69.5,20.9,38.1,19,14,21,Post-Harvest,DELAY
27.8,55.8,28.5,11.9,18,5,14,Petal Fall,DELAY
29.5,94.8,2.7,69.3,15,6,14,Fruitlet,DELAY
13.8,84.2,26.7,40.1,18,0,21,Delayed Dormancy,DELAY
23.1,40.9,35,19.7,16,8,14,Fruit Development-I,DELAY
31.6,81.1,26.8,54.9,16,1,14,Green Tip,DELAY
19,81.9,24,49.2,18,14,21,Post-Harvest,DELAY
24.5,62.1,11.9,56,20,11,14,Fruit Development-IV,DELAY
16.3,64.3,3.1,18.8,20,3,14,Pink Bud,SPRAY
28.8,31.8,34.9,20.2,20,0,21,Delayed Dormancy,DELAY
16.5,79.5,22.7,26.9,20,0,21,Delayed Dormancy,DELAY
5,53.8,16.4,31,11,4,10,Flowering,DELAY
16.2,52.4,1.3,10.3,3,13,0,Harvest,SPRAY
13.7,33.5,3.5,13.8,20,14,21,Post-Harvest,SPRAY
9.8,49.3,13.3,46.7,12,5,14,Petal Fall,DELAY
25.1,83.6,15.1,47.7,12,9,14,Fruit Development-II,DELAY
12.9,30.6,28.2,6.3,15,9,14,Fruit Development-II,DELAY
8.4,44.2,23.2,32.9,14,8,14,Fruit Development-I,DELAY
14.6,66.7,19.2,43.9,17,11,14,Fruit Development-IV,DELAY
17.5,51.5,2.9,19.7,5,5,14,Petal Fall,SPRAY
21.1,59.7,3.8,14.4,3,9,14,Fruit Development-II,SKIP
9.7,29.6,31.6,5.2,15,8,14,Fruit Development-I,DELAY
15.4,49.6,21.4,26,20,14,21,Post-Harvest,DELAY
33.3,25.5,18.7,35,16,3,14,Pink Bud,DELAY
15.7,43.7,26.9,0.6,20,3,14,Pink Bud,DELAY
27,72.5,19.6,32.3,20,14,21,Post-Harvest,DELAY
19.4,51.1,12.6,52.9,12,11,14,Fruit Development-IV,DELAY
29.9,87,18.4,25.9,15,3,14,Pink Bud,DELAY
33.9,87.7,27.1,31,15,5,14,Petal Fall,DELAY
26.3,27.2,25.9,22.2,12,4,10,Flowering,DELAY
8,25.1,14.4,51.5,13,11,14,Fruit Development-IV,DELAY
27.9,72.5,10.1,59.4,18,9,14,Fruit Development-II,DELAY
16.6,73.8,9.6,85.5,17,11,14,Fruit Development-IV,DELAY
27.4,74.6,13.5,28.9,17,12,14,Pre-Harvest,DELAY
28.8,57.8,32.3,11.9,16,4,10,Flowering,DELAY
9.6,65.4,2.5,6.6,5,2,14,Tight Cluster,SPRAY
2.1,63.9,18.4,27.3,12,10,14,Fruit Development-III,DELAY
3.6,44.6,13.5,36.5,8,4,10,Flowering,DELAY
17.5,57.9,25.3,26.8,13,13,0,Harvest,DELAY
27.4,48.6,1.2,19.2,1,5,14,Petal Fall,SKIP
2.4,45.7,21.2,36.5,14,12,14,Pre-Harvest,DELAY
36.6,51.1,24.3,34.1,19,0,21,Delayed Dormancy,DELAY
30.9,54.3,18,39.2,13,3,14,Pink Bud,DELAY
30.6,76.3,5.4,84.4,15,11,14,Fruit Development-IV,DELAY
14.7,50.6,8.6,24.4,13,0,21,Delayed Dormancy,SPRAY
3.4,81.4,19.4,26.5,15,1,14,Green Tip,DELAY
23.8,55.7,25.2,7.5,16,11,14,Fruit Development-IV,DELAY
18.1,44.3,12.6,28.4,16,11,14,Fruit Development-IV,DELAY
16.3,36.4,20.6,28.8,12,1,14,Green Tip,DELAY
11.9,88.2,23,32.3,20,15,21,Dormancy,DELAY
17.2,30.9,34.8,17.9,20,14,21,Post-Harvest,DELAY
28.1,47,22.2,34.1,14,12,14,Pre-Harvest,DELAY
24.9,54.7,25.8,25.5,20,0,21,Delayed Dormancy,DELAY
37.8,65,20.6,48.8,16,6,14,Fruitlet,DELAY
39.9,64.8,10.9,7.8,19,1,14,Green Tip,SKIP
34.8,69.1,16.4,37.2,11,1,14,Green Tip,DELAY
11.9,55.1,24.6,44,0,13,0,Harvest,DELAY
13.9,49.5,32.3,17.1,17,7,14,Fruit Set,DELAY
13.8,50.3,26.9,25.4,2,13,0,Harvest,DELAY
39.7,32.6,9.8,18.8,16,10,14,Fruit Development-III,SKIP
30.3,55.3,7.9,9.7,3,12,14,Pre-Harvest,SKIP
18.9,43.7,26.6,16.4,18,11,14,Fruit Development-IV,DELAY
17,74.7,24,33.5,16,11,14,Fruit Development-IV,DELAY
15.5,59.9,18.1,53.5,18,15,21,Dormancy,DELAY
30.8,77.8,2.5,59.6,20,3,14,Pink Bud,DELAY
14.7,39.2,26.4,33.4,17,12,14,Pre-Harvest,DELAY
25.9,69.6,22.1,44.1,15,11,14,Fruit Development-IV,DELAY
38.9,29.4,12.2,11.2,14,12,14,Pre-Harvest,SKIP
25.6,69.4,13.6,42.4,14,10,14,Fruit Development-III,DELAY
24.9,65.2,14.2,43.6,0,13,0,Harvest,DELAY
13.7,41.2,21.1,39.2,0,13,0,Harvest,DELAY
28.4,56.2,7.7,24.2,2,11,14,Fruit Development-IV,SKIP
12.9,92.5,12.9,67.5,20,14,21,Post-Harvest,DELAY
9.5,55,15.9,43.1,12,2,14,Tight Cluster,DELAY
20,32.2,21.7,34.9,12,5,14,Petal Fall,DELAY
36.6,25.4,12.5,45.3,17,7,14,Fruit Set,DELAY
4.5,52.1,16.2,46.5,18,15,21,Dormancy,DELAY
31.8,28.9,25,49.8,20,0,21,Delayed Dormancy,DELAY
22.8,47.6,11,2.9,4,1,14,Green Tip,SPRAY
15.2,67.7,14.3,32.3,14,3,14,Pink Bud,DELAY
23.1,28,34,13.8,15,6,14,Fruitlet,DELAY
38.9,54.1,8.3,21.3,15,8,14,Fruit Development-I,SKIP
21.4,53.6,28.1,20,18,9,14,Fruit Development-II,DELAY
17.8,44.2,23.9,45.9,12,9,14,Fruit Development-II,DELAY
11.3,39.8,25.6,42.5,12,9,14,Fruit Development-II,DELAY
25.4,69.8,5.7,17.3,5,0,21,Delayed Dormancy,SKIP
23.1,57.6,20.4,36.3,14,11,14,Fruit Development-IV,DELAY
19.4,56.5,18.1,45.1,11,5,14,Petal Fall,DELAY
13.9,66.1,10.9,89.9,19,10,14,Fruit Development-III,DELAY
-1,70.4,11.8,21.9,18,6,14,Fruitlet,SKIP
15.1,27.1,22,53.6,15,7,14,Fruit Set,DELAY
27.6,51.5,1.1,22.3,7,2,14,Tight Cluster,SPRAY
24.2,81,3.4,85.1,17,7,14,Fruit Set,DELAY
14.8,41.1,10.4,20.5,1,5,14,Petal Fall,SKIP
4.2,39.8,21.4,42.4,10,4,10,Flowering,DELAY
30.1,45.7,22.1,30.9,11,3,14,Pink Bud,DELAY
11.2,78.6,8.4,66.4,20,14,21,Post-Harvest,DELAY
6,82.6,24.4,30.8,3,13,0,Harvest,DELAY
-0.8,39.7,6.8,7.9,20,0,21,Delayed Dormancy,SKIP
11,42.9,21,34.3,14,8,14,Fruit Development-I,DELAY
36,56.7,17.1,54.2,14,3,14,Pink Bud,DELAY
25.2,56.9,1,19,20,15,21,Dormancy,SPRAY
25.3,38.5,5.5,7,19,5,14,Petal Fall,SPRAY
29.4,33.4,31.7,9.1,20,15,21,Dormancy,DELAY
32.7,64.7,14.5,53.7,14,12,14,Pre-Harvest,DELAY
11.7,85.6,19.6,50.7,2,13,0,Harvest,DELAY
25,58.2,28.2,8.6,18,11,14,Fruit Development-IV,DELAY
2.2,86.1,12.9,37.3,16,12,14,Pre-Harvest,DELAY
29.6,26.3,23.3,31.3,12,4,10,Flowering,DELAY
9.5,42.1,28.8,15.6,19,8,14,Fruit Development-I,DELAY
24.2,53.6,16.4,27.2,12,6,14,Fruitlet,DELAY
35.9,63.5,27.2,53.4,17,10,14,Fruit Development-III,DELAY
34.7,56.7,16.5,43.2,14,12,14,Pre-Harvest,DELAY
15.1,39.8,34.2,3.1,15,1,14,Green Tip,DELAY
39.7,54.4,7.9,12.3,16,2,14,Tight Cluster,SKIP
31.4,69.8,14.2,48.1,17,8,14,Fruit Development-I,DELAY
15,75.2,24,31.4,13,10,14,Fruit Development-III,DELAY
16.3,52.1,32,7.2,20,14,21,Post-Harvest,DELAY
-2,69.9,0.8,27.7,15,4,10,Flowering,SKIP
37.8,87.4,26,34.8,20,0,21,Delayed Dormancy,DELAY
23,54.4,30.7,27.3,20,15,21,Dormancy,DELAY
32.5,30.7,26.8,43.3,12,5,14,Petal Fall,DELAY
17.5,43,19.2,51.4,16,2,14,Tight Cluster,DELAY
4.6,67.1,17.4,40.8,12,4,10,Flowering,DELAY
16.5,44.1,22,36.7,0,13,0,Harvest,DELAY
14.7,63.9,9.4,67.7,17,7,14,Fruit Set,DELAY
22.7,48.1,26.1,51,12,6,14,Fruitlet,DELAY
9.4,36.8,12.4,43.1,17,6,14,Fruitlet,DELAY
21.4,87.1,17.2,34.5,12,1,14,Green Tip,DELAY
18.3,65.8,13.1,62.4,16,6,14,Fruitlet,DELAY
-4.1,46.6,10.4,20.7,20,0,21,Delayed Dormancy,SKIP
16.4,38.4,18.1,49.4,11,1,14,Green Tip,DELAY
22.8,58.6,14.6,31.3,14,5,14,Petal Fall,DELAY
13.4,37.4,27.8,49,13,11,14,Fruit Development-IV,DELAY
28.9,30.6,4.2,9.2,20,15,21,Dormancy,SPRAY
27.4,42.4,33.5,8.4,19,11,14,Fruit Development-IV,DELAY
31.2,81.9,12.3,53.9,16,2,14,Tight Cluster,DELAY
12.9,55.4,7.3,58.7,17,10,14,Fruit Development-III,DELAY
28.1,81.4,5.2,71.9,15,1,14,Green Tip,DELAY
